X [nm (air)],Y [Intensity]
321.5908203125,0.007961304
321.698333740234,0.002351432
321.805877685547,0.004004548
321.913421630859,0.01465096
322.020965576172,0.009213739
322.128540039063,0.004909663
322.236083984375,0.01823324
322.343658447266,-0.001857318
322.451232910156,-0.0003975707
322.558837890625,0.006831572
322.666412353516,0.01017575
322.774017333984,0.01249107
322.881622314453,-0.002639114
322.989227294922,0.002602212
323.096862792969,0.0008277742
323.204498291016,0.007583473
323.312133789063,-0.002522843
323.419769287109,0.003396172
323.527404785156,0.04487324
323.635070800781,-0.006914287
323.742736816406,-0.002789589
323.850402832031,0.0131735
323.958068847656,0.01982671
324.065765380859,-0.0008970973
324.173461914063,-0.005997171
324.281158447266,0.004571663
324.388854980469,-0.00408508
324.496551513672,0.002754071
324.604278564453,0.00960644
324.712005615234,0.003989587
324.819732666016,0.002505007
324.927490234375,0.01955074
325.035217285156,-0.008621491
325.142974853516,0.00114099
325.250732421875,0.0007682538
325.358489990234,-0.003382364
325.466278076172,0.003472845
325.574066162109,0.006244551
325.681854248047,0.004452888
325.789642333984,0.006328912
325.897430419922,0.005005975
326.005249023438,0.002314469
326.113067626953,0.008389189
326.220886230469,0.0194558
326.328704833984,-0.004259388
326.436553955078,0.01046356
326.544403076172,0.02609669
326.652252197266,0.01951993
326.760101318359,0.005608491
326.867950439453,0.01041602
326.975830078125,0.004145715
327.083709716797,0.007229413
327.191589355469,-0.002302306
327.299499511719,0.005705209
327.407379150391,0.02118541
327.515289306641,-0.002173993
327.623199462891,0.01031999
327.731109619141,-0.003041616
327.839050292969,-0.007978292
327.946990966797,-0.0005341283
328.054931640625,0.004841901
328.162872314453,0.006774573
328.270812988281,-0.003391721
328.378784179688,-0.0009205662
328.486755371094,-0.009163883
328.5947265625,0.002428185
328.702697753906,0.02452338
328.810699462891,0.001538637
328.918670654297,0.009730487
329.026672363281,0.009137735
329.134704589844,0.01818304
329.242706298828,-0.002249821
329.350738525391,-0.003787706
329.458770751953,0.00109558
329.566802978516,0.002983475
329.674835205078,-0.00324222
329.782897949219,0.008442491
329.890960693359,0.04569576
329.9990234375,0.002449479
330.107086181641,0.002504342
330.215148925781,-0.007585635
330.3232421875,0.01894444
330.431335449219,0.01042336
330.539428710938,0.01046734
330.647521972656,-0.004039365
330.755645751953,0.005996584
330.86376953125,0.01802479
330.971893310547,0.01191366
331.080017089844,0.0329401
331.188171386719,0.0113998
331.296295166016,0.02252729
331.404449462891,-0.004378158
331.512603759766,-0.004226056
331.620788574219,0.002909182
331.728942871094,0.0102297
331.837127685547,-0.0003273524
331.9453125,-0.004007164
332.053527832031,0.007585804
332.161712646484,-0.0008514673
332.269927978516,-0.009716664
332.378143310547,-0.002321423
332.486358642578,0.02251334
332.594573974609,0.01467018
332.702819824219,0.004907919
332.811065673828,-0.0088046
332.919311523438,-2.383685e-06
333.027557373047,-0.0007570774
333.135833740234,0.005709508
333.244079589844,0.05495996
333.352355957031,-0.002656368
333.460662841797,0.001478428
333.568939208984,0.001878046
333.67724609375,-0.007412678
333.785552978516,0.008286218
333.893859863281,0.003728886
334.002166748047,-0.01202689
334.110473632813,0.0005886718
334.218811035156,0.005271803
334.3271484375,-0.0008681334
334.435485839844,0.002132586
334.543853759766,-0.005697286
334.652191162109,0.01846151
334.760559082031,-0.0007099927
334.868927001953,0.009643856
334.977325439453,0.008151536
335.085693359375,0.009136738
335.194091796875,9.660169e-05
335.302490234375,0.0186764
335.410888671875,0.007464818
335.519287109375,0.03364964
335.627716064453,0.009346403
335.736145019531,0.007589162
335.844573974609,-0.0003176849
335.953002929688,0.01055573
336.061462402344,0.02306341
336.169891357422,-0.006025038
336.278350830078,0.003845308
336.386840820313,0.01936019
336.495300292969,0.005113804
336.603790283203,-0.005267843
336.712249755859,-0.002299465
336.820770263672,-0.001185387
336.929260253906,0.002124612
337.037750244141,-0.007336902
337.146270751953,-0.009882021
337.254791259766,0.0272387
337.363311767578,0.001144268
337.471862792969,0.004121104
337.580383300781,-0.003913879
337.688934326172,-0.002165848
337.797485351563,-0.004260003
337.906036376953,-0.003713435
338.014617919922,-0.002471413
338.123168945313,0.01383694
338.231750488281,0.01235669
338.340362548828,-0.002256355
338.448944091797,0.02889982
338.557525634766,0.007319761
338.666137695313,0.01371562
338.774749755859,-0.004351677
338.883392333984,-0.003098799
338.992004394531,0.00410995
339.100646972656,0.01018238
339.209289550781,-0.005517808
339.317932128906,0.009559733
339.426574707031,0.002282022
339.535247802734,0.01172954
339.643890380859,0.003301012
339.752563476563,0.00408917
339.861267089844,0.0005203053
339.969940185547,0.01828972
340.078643798828,0.002479659
340.187347412109,0.01978077
340.296051025391,0.006768598
340.404754638672,0.01024885
340.513488769531,-0.009206224
340.622192382813,0.02115824
340.730926513672,0.01914936
340.839660644531,0.01682042
340.948425292969,-0.004248091
341.057159423828,-0.0003380635
341.165924072266,-0.002981271
341.274688720703,-0.004054119
341.383483886719,0.01723555
341.492248535156,0.004952601
341.601043701172,0.02609458
341.709838867188,0.02249368
341.818634033203,0.01641998
341.927429199219,-0.002566171
342.036254882813,-0.003246744
342.145080566406,0.0002042106
342.25390625,0.0116175
342.362731933594,0.005435308
342.471557617188,1.036666e-05
