X [nm (air)],Y [Intensity]
321.5908203125,0.005492316
321.698333740234,0.001940254
321.805877685547,0.003696188
321.913421630859,0.01199537
322.020965576172,0.007912622
322.128540039063,0.005511125
322.236083984375,0.0169933
322.343658447266,-0.001002652
322.451232910156,0.0002995229
322.558837890625,0.007656425
322.666412353516,0.00986709
322.774017333984,0.01133318
322.881622314453,-0.003090942
322.989227294922,0.00306174
323.096862792969,0.002008882
323.204498291016,0.006225385
323.312133789063,-0.002015956
323.419769287109,0.004147665
323.527404785156,0.03743783
323.635070800781,-0.006337866
323.742736816406,-0.003572877
323.850402832031,0.01000245
323.958068847656,0.01768482
324.065765380859,-0.00143032
324.173461914063,-0.004976941
324.281158447266,0.00509495
324.388854980469,-0.001893452
324.496551513672,0.003500549
324.604278564453,0.008880946
324.712005615234,0.00475488
324.819732666016,0.002237271
324.927490234375,0.01637296
325.035217285156,-0.007413154
325.142974853516,0.002081244
325.250732421875,0.0007048565
325.358489990234,-0.003777897
325.466278076172,0.002357268
325.574066162109,0.005006851
325.681854248047,0.003745167
325.789642333984,0.005883739
325.897430419922,0.002410229
326.005249023438,0.001750876
326.113067626953,0.00844588
326.220886230469,0.01619323
326.328704833984,-0.003408946
326.436553955078,0.0101742
326.544403076172,0.02370792
326.652252197266,0.01736875
326.760101318359,0.005904746
326.867950439453,0.009909216
326.975830078125,0.004646156
327.083709716797,0.007259635
327.191589355469,-0.001886289
327.299499511719,0.005195487
327.407379150391,0.017976
327.515289306641,-0.002553209
327.623199462891,0.008647474
327.731109619141,-0.002915232
327.839050292969,-0.005669306
327.946990966797,-0.000749303
328.054931640625,0.003805107
328.162872314453,0.007616142
328.270812988281,-0.002131219
328.378784179688,-0.001261554
328.486755371094,-0.008070176
328.5947265625,0.003312527
328.702697753906,0.02240828
328.810699462891,0.002481088
328.918670654297,0.007485371
329.026672363281,0.009168755
329.134704589844,0.0166708
329.242706298828,-0.002681873
329.350738525391,-0.003177324
329.458770751953,0.001676452
329.566802978516,0.003054053
329.674835205078,-0.002963745
329.782897949219,0.007394746
329.890960693359,0.03863188
329.9990234375,0.002388127
330.107086181641,0.001624602
330.215148925781,-0.006441598
330.3232421875,0.01649633
330.431335449219,0.009357913
330.539428710938,0.009077805
330.647521972656,-0.002990058
330.755645751953,0.006496351
330.86376953125,0.0164977
330.971893310547,0.01240882
331.080017089844,0.02772616
331.188171386719,0.01098724
331.296295166016,0.01932791
331.404449462891,-0.003811379
331.512603759766,-0.004058839
331.620788574219,0.003118401
331.728942871094,0.008999163
331.837127685547,-0.001049264
331.9453125,-0.00362848
332.053527832031,0.006790213
332.161712646484,0.0003459259
332.269927978516,-0.008173923
332.378143310547,-0.003065282
332.486358642578,0.01950448
332.594573974609,0.01214716
332.702819824219,0.003929395
332.811065673828,-0.006783134
332.919311523438,0.001627296
333.027557373047,0.00114188
333.135833740234,0.006002575
333.244079589844,0.04720763
333.352355957031,-0.001139885
333.460662841797,0.002316675
333.568939208984,0.002030777
333.67724609375,-0.006495198
333.785552978516,0.007772752
333.893859863281,0.003929907
334.002166748047,-0.01036685
334.110473632813,0.0003337189
334.218811035156,0.004713952
334.3271484375,-4.232605e-06
334.435485839844,0.0008088505
334.543853759766,-0.005463321
334.652191162109,0.01751577
334.760559082031,0.0003117029
334.868927001953,0.008829628
334.977325439453,0.007621932
335.085693359375,0.009846429
335.194091796875,0.00100935
335.302490234375,0.01034665
335.410888671875,0.006791352
335.519287109375,0.02998407
335.627716064453,0.009777281
335.736145019531,0.006613947
335.844573974609,-0.001462299
335.953002929688,0.01033711
336.061462402344,0.02022225
336.169891357422,-0.005219649
336.278350830078,0.002686453
336.386840820313,0.01752602
336.495300292969,0.004997647
336.603790283203,-0.004072904
336.712249755859,-0.001753882
336.820770263672,0.0006048655
336.929260253906,0.00332078
337.037750244141,-0.005145012
337.146270751953,-0.007696536
337.254791259766,0.02434521
337.363311767578,0.001954746
337.471862792969,0.003809442
337.580383300781,-0.003401636
337.688934326172,-0.001432703
337.797485351563,-0.002927952
337.906036376953,-0.003397182
338.014617919922,-0.002545868
338.123168945313,0.01201636
338.231750488281,0.01143628
338.340362548828,-0.002437856
338.448944091797,0.02380724
338.557525634766,0.006480929
338.666137695313,0.01289556
338.774749755859,-0.003937461
338.883392333984,-0.002894801
338.992004394531,0.003968291
339.100646972656,0.00969264
339.209289550781,-0.004226599
339.317932128906,0.009322612
339.426574707031,0.003249588
339.535247802734,0.01119028
339.643890380859,0.003308093
339.752563476563,0.004120397
339.861267089844,0.0007940951
339.969940185547,0.01632829
340.078643798828,0.001939366
340.187347412109,0.01723809
340.296051025391,0.006970936
340.404754638672,0.008839948
340.513488769531,-0.007009918
340.622192382813,0.01686344
340.730926513672,0.01657793
340.839660644531,0.01516216
340.948425292969,-0.004019307
341.057159423828,-0.000164913
341.165924072266,-0.001353532
341.274688720703,-0.002135306
341.383483886719,0.01515408
341.492248535156,0.004616707
341.601043701172,0.0228178
341.709838867188,0.0194835
341.818634033203,0.0142981
341.927429199219,-0.001198113
342.036254882813,-0.002057465
342.145080566406,0.00111479
342.25390625,0.01034453
342.362731933594,0.004834056
342.471557617188,-0.0003178921
342.580413818359,0.01132591
342.689270019531,-0.003432389
342.798126220703,0.008116919
342.906982421875,0.01567647
343.015869140625,0.0132366
343.124755859375,-0.001559953
343.233642578125,-0.006463302
343.342529296875,0.009704994
343.451416015625,0.001606447
343.560333251953,-0.002369837
343.669250488281,-0.003793716
343.778167724609,0.001270257
343.887084960938,0.003838046
343.996032714844,-0.007801319
344.104949951172,0.009233293
344.213897705078,-0.002587184
344.322845458984,0.007675601
344.431823730469,-0.003016054
344.540771484375,0.0002405356
344.649749755859,0.0004335819
344.758728027344,0.001593073
344.867706298828,0.006918984
344.976715087891,0.01063766
345.085723876953,-0.0004702387
345.194702148438,0.002287803
345.303741455078,0.02386704
345.412750244141,-0.006047054
345.521759033203,-0.004563135
345.630798339844,0.003097747
345.739837646484,-0.001505177
345.848876953125,0.01057686
345.957946777344,0.01161842
346.066986083984,-0.001917333
346.176055908203,-0.003698921
346.285125732422,-0.004041631
346.394195556641,0.002778787
346.503295898438,-0.001409972
346.612365722656,-0.003942593
